"ORDER_SEQID","C_CODE","SHORT_NAME","PO_NO_TYPE","PO_NO","C_PART_NO","PART_NO","PN_DESC","C_PRICE","IS_TAX","TAX_RATE","SPEC_DESC","COMM_DESC","AMOUNT","MONEY","DELIVERY_AMOUNT","COMM_DELIVERY_AMOUNT","SELF_DELIVERY_AMOUNT","LOCK_AMOUNT","SELF_LOCK_AMOUNT","COMM_LOCK_AMOUNT","ORG_DELIVERY_DATE","PRE_DELIVERY_DATE","VER_DELIVERY_DATE","PERIOD","RLT_ORDER_PO_NO","VENDOR_CODE","STATE","ACTIVE_STATE","RLT_SEND_PO_NO","DELIVERY_HOUSE_TYPE","SETTLEMENT_TYPE","STAFF_ID","STAFF_NAME","SALES_ID","SALES","CONTACT_FEE","C_PRICE_TAX","ORDERAMOUNT"
1,"GC0049","美赛达","0","CG-10-04-13-039","10522UH01","GCRH4D28-220NC","4D28 22UH +/-25%",0.51,"0",0,"送货单请注明安防用",NULL,44000,22440,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","CKCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,44000
2,"GC0049","美赛达","0","CG-10-04-13-039","10510UH01","GCRH5D18-100NC","5D18 10UH +/-25%",0.51,"0",0,"",NULL,8000,4080,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","CKCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,8000
3,"GC0130","济南玉兔","0","GH20100245","470UH 7032","GSLF7032T-471M","7032 470UH +/-20%",0.8,"0",0,"",NULL,1000,800,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","CKCQ","GV0004","20","ACTIVE",NULL,"1","3","8","谢冰冰","2","曾跃群",0,0,1000
4,"GC0065","兴日洋","0","W201005065","L5D284U702","GCRH5D28-4R7NC","5D28 4.7UH +/-25%",0.5,"0",0,"",NULL,1000,500,0,0,0,0,0,0,"2010-05-13",NULL,NULL,"201008","CKKC","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,1000
5,"GC0049","美赛达","0","CG-10-04-13-039","10510UH08","GCRH8D28-100M","8D28 10UH +/-20%",0.75,"0",0,"",NULL,12000,9000,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,12000
6,"GC0049","美赛达","0","CG-10-04-13-039","105330U01","GCRH104R-331NC","104R 330UH +/-25%",0.68,"0",0,"",NULL,12000,8160,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,12000
7,"GC0112","中海达","0","CGDD0330","011202041","GCRH8D28-100M","8D28 10UH +/-20%",1.13,"1",0.17,"",NULL,1000,1130,0,0,0,0,0,0,"2010-08-16",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","3","8","谢冰冰","8","谢冰冰",0,0.17,1000
8,"GC0107","泽昶","0","CZ20100715001","GCRH127-330N","GCRH127-330NC","127 33UH +/-25%",0.9,"1",0.17,"",NULL,1000,900,0,0,0,0,0,0,"2010-07-30",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","8","谢冰冰",0,0.17,1000
9,"GC0016","飞歌汽车音响","0","FA-PO-20100521051","DZ03V0025R0","GCRH5D28-100M","5D28 10UH",0.65,"1",0.17,"",NULL,34000,22100,0,0,0,0,0,0,"2010-11-02",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,34000
10,"GC0016","飞歌汽车音响","0","FA-PO-20100521051","DZ03V0062R0","GCRH2D18A/HP-2R2NC","2D18A/HP 2.2UH +/-25% 高度2MM DCR小于125M欧 可耐电流0.63A",0.62,"1",0.17,"",NULL,30000,18600,0,0,0,0,0,0,"2010-11-02",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,30000
11,"GC0016","飞歌汽车音响","0","FA-PO-20100709003","DZ03V0022R0","GCRH74-102M","74 1000UH +/-20%",0.74,"1",0.17,"",NULL,14000,10360,0,0,0,0,0,0,"2010-09-05",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,14000
12,"GC0016","飞歌汽车音响","0","FA-PO-20100709003","DZ03V0026R0","GCRH5D28-101NC","5D28 100UH +/-25%",0.65,"1",0.17,"",NULL,6000,3900,0,0,0,0,0,0,"2010-09-05",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,6000
13,"GC0016","飞歌汽车音响","0","FA-PO-20100709003","DZ03V0033R0","GCRH5D28-470NC","5D28 47UH +/-25%",0.65,"1",0.17,"",NULL,6000,3900,0,0,0,0,0,0,"2010-09-05",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,6000
14,"GC0016","飞歌汽车音响","0","FA-PO-A2010063002","DZ03V0009R0","GCRH125-470M","125 47UH +/-20%",0.75,"1",0.17,"",NULL,12000,9000,0,0,0,0,0,0,"2010-08-18",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,12000
15,"GC0063","鑫永华","0","GH20100160","GCRH4D28-331NC","GCRH4D28-331M","4D28 330UH +/-20%",0.53,"0",0,"",NULL,2000,1060,0,0,0,0,0,0,"2010-08-12",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,2000
16,"GC0026","广越视通","0","GH20100247","GCRH4D28-151M","GCRH4D28-151M-D","4D28 150UH +/-20% 点胶",0.6,"0",0,"",NULL,4000,2400,0,0,0,0,0,0,"2010-08-04",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,4000
17,"GC0048","建威","0","PO2010060257","12-0400-0007E","GCRH2D18A/HP-4R7NC","2D18A/HP 4.7UH 高度2MM DCR小于78M欧 可耐电流0.63A +/-25% 对角型脚位",0.495,"0",0,"",NULL,2000,990,0,0,0,0,0,0,"2010-06-17",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,2000
18,"GC0028","景阳科技","0","POORD004637","GCRH4D28-6R8NC","GCRH4D28-6R8NC","4D28 6.8UH +/-25%",0.75,"1",0.17,"",NULL,2000,1500,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0.17,2000
19,"GC0083","昱鑫共创","0","YX10071509","4D28-151","GCRH4D28-151NC-D","4D28 150UH +/-25% 点胶",0.56,"0",0,"可确定明细",NULL,14000,7840,0,0,0,0,0,0,"2010-07-18",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,14000
20,"GC0083","昱鑫共创","0","YX10072608","GCRH4D18-101NC","GCRH4D18-101NC","4D18 100UH +/-25%",0.56,"0",0,"可确定明细",NULL,4000,2240,0,0,0,0,0,0,"2010-07-30",NULL,NULL,"201008","KCCK","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,4000
21,"GC0016","飞歌汽车音响","0","FA-PO-A20100713007","DZ03V0017R0","GCD3225-220M-D","3225 22UH +/-20% 点胶 2K/盘 8MM编带",0.28,"1",0.17,"",NULL,16000,4480,0,0,0,0,0,0,"2010-08-15",NULL,NULL,"201008","KCCQ","GV0004","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,16000
22,"GC0019","金三立视频","0","B1007048","L.D.01002000","GCRH104R-100M","2A 10UH",0.82,"1",0.17,"",NULL,200,164,0,0,0,0,0,0,"2010-07-18",NULL,NULL,"201008","KCHSM","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,200
23,"GC0019","金三立视频","0","B1007049","L.D.01002000","GCRH104R-100M","2A 10UH",0.82,"1",0.17,"",NULL,800,656,0,0,0,0,0,0,"2010-07-14",NULL,NULL,"201008","KCHSM","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,800
24,"GC0030","柯宏达","0","GH20100072","GCRH7032-471M","GCRH7032-471M","470UH 封胶",0.58,"0",0,"",NULL,5000,2900,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","KCHSM","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,5000
25,"GC0030","柯宏达","0","GH20100214","GCRH7032-471M","GCRH7032-471M","470UH 封胶",0.58,"0",0,"",NULL,15000,8700,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","KCHSM","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,15000
26,"GC0030","柯宏达","0","GH20100216","GCRH7032-471M","GCRH7032-471M","470UH 封胶",0.58,"0",0,"",NULL,20000,11600,0,0,0,0,0,0,"2010-07-07",NULL,NULL,"201008","KCHSM","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,20000
27,"GC0084","维宝视","0","GH20100218","63B-561M","GCRH63B-561M-D","63B 560UH +/-20% 封胶",0.6,"0",0,"",NULL,4000,2400,0,0,0,0,0,0,"2010-07-02",NULL,NULL,"201008","KCHSM","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,4000
28,"GC0098","罡扇广联（税）","0","GH20100248-1","12B40-GCRH124","GCRH124-470M","47UH",0.85,"1",0.17,"",NULL,1000,850,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","KCHSM","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,1000
29,"GC0106","延创兴","0","20100802","09-52-R22217","ELJFB221KF-G","4532 220UH +/-10%",0.48,"0",0,"",NULL,4000,1920,0,0,0,0,0,0,"2010-08-03",NULL,NULL,"201008","KCKX","GV0001","20","ACTIVE",NULL,"1","2","8","谢冰冰","4","曾湘杰",0,0,4000
30,"GC0011","乐视视频","0","D1008013","DG2200325","ELJPA220KF-G","3225 22UH +/-10%低内阻",0.19,"1",0.17,"",NULL,4000,760,0,0,0,0,0,0,"2010-08-26",NULL,NULL,"201008","KCKX","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,4000
31,"GC0105","东佳实业","0","DJ0719GLE","ELJPA220KF","ELJPA220KF-G","3225 22UH +/-10%低内阻",0.18,"0",0,"",NULL,2000,360,0,0,0,0,0,0,"2010-07-25",NULL,NULL,"201008","KCKX","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","8","谢冰冰",0,0,2000
32,"GC0085","创达盛","0","GH20100126","ELJPA101KF","ELJPA101KF-G","3225 100UH +/-10% 低内阻",0.17,"0",0,"",NULL,44000,7480,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","KCKX","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,44000
33,"GC0014","罡扇广联","0","GH20100248","2520 68UH","ELJFC680JF-G","2520 68UH +/-5%",0.16,"0",0,"",NULL,2000,320,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","KCKX","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0,2000
34,"GC0014","罡扇广联","0","GH20100248","3225 22UH","ELJFA220JF-G","3225 22UH +/-5%",0.16,"0",0,"",NULL,4000,640,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","KCKX","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0,4000
35,"GC0014","罡扇广联","0","GH20100248","3225 68UH","ELJFA680JF-G","3225 68UH +/-5%",0.16,"0",0,"",NULL,2000,320,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","KCKX","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0,2000
36,"GC0006","喜恩碧","0","PO1005-055","LC00047CK1","ELJFC470KF-G","松下 47UH 2520",0.21067371,"1",0.17,"",NULL,16000,3370.7794,0,0,0,0,0,0,"2010-06-15",NULL,NULL,"201008","KCKX","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,16000
37,"GC0006","喜恩碧","0","PO1006-201","LC004R7CJ1","ELJFC4R7JF-G","2520 4.7UH +/-5%",0.21067371,"1",0.17,"",NULL,4000,842.6948,0,0,0,0,0,0,"2010-08-05",NULL,NULL,"201008","KCKX","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,4000
38,"GC0070","富视安","0","PO10062808","09-52-R24707","ELJFC470JF-G","2520 47UH +/-5%",0.19,"1",0.17,"",NULL,2000,380,0,0,0,0,0,0,"2010-06-30",NULL,NULL,"201008","KCKX","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","4","曾湘杰",0,0.17,2000
39,"GC0006","喜恩碧","0","PO1007-044","LC00100CK1","ELJFC101KF-G","2520 100UH +/-10%",0.21067371,"1",0.17,"",NULL,10000,2106.7371,0,0,0,0,0,0,"2010-08-22",NULL,NULL,"201008","KCKX","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,10000
40,"GC0070","富视安","0","PO10072208","09-53-R22206","ELJPA220KF-G","3225 22UH +/-10%低内阻",0.19,"1",0.17,"",NULL,2000,380,0,0,0,0,0,0,"2010-07-23",NULL,NULL,"201008","KCKX","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","4","曾湘杰",0,0.17,2000
41,"GC0083","昱鑫共创","0","YX10063003","220K 3225","ELJPA220KF-G","3225 22UH +/-10%低内阻",0.18,"0",0,"",NULL,50000,9000,0,0,0,0,0,0,"2010-07-02",NULL,NULL,"201008","KCKX","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,50000
42,"GC0103","荣文灯饰","0","4502969656","JR-0002","FCR 6.0M5","TDK 陶瓷振荡器 RESONATOR 6.000MHz FCR 6.0M5",0.0511,"0",0,"",NULL,3000,153.3,0,0,0,0,0,0,"2010-08-12",NULL,NULL,"201008","KCTH","GV0018","20","ACTIVE",NULL,"1","1","8","谢冰冰","8","谢冰冰",0,0,3000
43,"GC0103","荣文灯饰","0","4503003914","L01-0003","NLCV32T-100K-PF","3225 10UH +/-10%",0.0467,"0",0,"旧型号：6979-1006",NULL,2000,93.4,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","KCTH","GV0018","20","ACTIVE",NULL,"1","1","8","谢冰冰","8","谢冰冰",0,0,2000
44,"GC0069","建恩","0","PG4907","107E-0547-03-L","#A997AS-4R7M","4.7UH TOKO",1.4625,"1",0.17,"",NULL,2000,2925,0,0,0,0,0,0,"2010-09-21",NULL,NULL,"201008","KCTOKORMB","GV0028","20","ACTIVE",NULL,"1","1","8","谢冰冰","4","曾湘杰",0,0.17,2000
45,"GC0115","科翔","0","100707002","ELJFC100KF","ELJFC100KF-G","2520 10UH +/-10%",0.01932,"0",0,"",NULL,88000,1700.16,0,0,0,0,0,0,"2010-08-28",NULL,NULL,"201008","O10031938RVE.01","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,88000
46,"GC0013","创力仕实业","0","1003225","FSMR-ELJFC4R7K-P","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.28,"1",0.17,"",NULL,124000,34720,0,0,0,0,0,0,"2010-08-02",NULL,NULL,"201008","P09021122","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,124000
47,"GC0013","创力仕实业","0","1003225","FSMR-ELJFC4R7K-P","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.28,"1",0.17,"",NULL,144000,40320,0,0,0,0,0,0,"2010-09-01",NULL,NULL,"201008","P09021122","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,144000
48,"GC0013","创力仕实业","0","1003225","FSMR-DLW21SN181S","DLW21SN181SQ2L","0805 180 OHM",0.77,"1",0.17,"旧型号：6978-5915",NULL,126000,97020,0,0,0,0,0,0,"2010-08-02",NULL,NULL,"201008","P09021173","GV0012","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,126000
49,"GC0012","东日信博","0","11003311804","3225-47UH","GCD3225-470M-D","3225 47UH +/-20% 点胶",0.24,"1",0.17,"",NULL,200000,48000,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","P10030471","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,200000
50,"GC0012","东日信博","0","11003311804","3225-22UH","GCD3225-220M-D","3225 22UH +/-20% 点胶",0.24,"1",0.17,"",NULL,198000,47520,0,0,0,0,0,0,"2010-08-10",NULL,NULL,"201008","P10030471","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,198000
51,"GC0013","创力仕实业","0","1003225","FSMR-FSLM25201R0K","#FSLM2520-1R0J=P2","TOKO",0.485,"1",0.17,"",NULL,120000,58200,0,0,0,0,0,0,"2010-08-02",NULL,NULL,"201008","P10030497","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,120000
52,"GC0013","创力仕实业","0","1003225","FSMR-FSLM25201R0K","#FSLM2520-1R0J=P2","TOKO",0.485,"1",0.17,"",NULL,146000,70810,0,0,0,0,0,0,"2010-09-01",NULL,NULL,"201008","P10030497","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,146000
53,"GC0013","创力仕实业","0","1003225","FSMR-FSLM25201R0K","#FSLM2520-1R0J=P2","TOKO",0.485,"1",0.17,"",NULL,154000,74690,0,0,0,0,0,0,"2010-10-04",NULL,NULL,"201008","P10030497","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,154000
54,"GC0013","创力仕实业","0","1003225","FSMR-FSLM25201R0K","#FSLM2520-1R0J=P2","TOKO",0.485,"1",0.17,"",NULL,76000,36860,0,0,0,0,0,0,"2010-11-01",NULL,NULL,"201008","P10030497","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,76000
55,"GC0013","创力仕实业","0","1003225","FSMR-FSLM25202R7J","#FSLM2520-2R7J=P2","TOKO",0.31,"1",0.17,"",NULL,120000,37200,0,0,0,0,0,0,"2010-08-02",NULL,NULL,"201008","P10030497","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,120000
56,"GC0013","创力仕实业","0","1003225","FSMR-FSLM25202R7J","#FSLM2520-2R7J=P2","TOKO",0.31,"1",0.17,"",NULL,146000,45260,0,0,0,0,0,0,"2010-09-01",NULL,NULL,"201008","P10030497","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,146000
57,"GC0013","创力仕实业","0","1003225","FSMR-FSLM25202R7J","#FSLM2520-2R7J=P2","TOKO",0.31,"1",0.17,"",NULL,152000,47120,0,0,0,0,0,0,"2010-10-04",NULL,NULL,"201008","P10030497","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,152000
58,"GC0013","创力仕实业","0","1003225","FSMR-FSLM25202R7J","#FSLM2520-2R7J=P2","TOKO",0.31,"1",0.17,"",NULL,78000,24180,0,0,0,0,0,0,"2010-11-01",NULL,NULL,"201008","P10030497","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,78000
59,"GC0013","创力仕实业","0","1003225","FSMR-LLQ1608FR33J","LLQ1608-FR33J","要求和TOKO P/N:LLQ1608-FR33J电气性能一致,包装及编带和TOKO LLQ1608系列一致",0.535,"1",0.17,"",NULL,249000,133215,0,0,0,0,0,0,"2010-08-02",NULL,NULL,"201008","P10030502","GV0011","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,249000
60,"GC0013","创力仕实业","0","1003225","FSMR-LLQ1608FR33J","LLQ1608-FR33J","要求和TOKO P/N:LLQ1608-FR33J电气性能一致,包装及编带和TOKO LLQ1608系列一致",0.535,"1",0.17,"",NULL,291000,155685,0,0,0,0,0,0,"2010-09-01",NULL,NULL,"201008","P10030502","GV0011","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,291000
61,"GC0013","创力仕实业","0","1003225","FSMR-LLQ1608FR33J","LLQ1608-FR33J","要求和TOKO P/N:LLQ1608-FR33J电气性能一致,包装及编带和TOKO LLQ1608系列一致",0.535,"1",0.17,"",NULL,306000,163710,0,0,0,0,0,0,"2010-10-04",NULL,NULL,"201008","P10030502","GV0011","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,306000
62,"GC0013","创力仕实业","0","1003225","FSMR-LLQ1608FR33J","LLQ1608-FR33J","要求和TOKO P/N:LLQ1608-FR33J电气性能一致,包装及编带和TOKO LLQ1608系列一致",0.535,"1",0.17,"",NULL,153000,81855,0,0,0,0,0,0,"2010-11-01",NULL,NULL,"201008","P10030502","GV0011","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,153000
63,"GC0013","创力仕实业","0","1003225","FSMR-ELJFC4R7K-P","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.28,"1",0.17,"",NULL,152000,42560,0,0,0,0,0,0,"2010-10-04",NULL,NULL,"201008","P10030561","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,152000
