"ORDER_SEQID","C_CODE","SHORT_NAME","PO_NO_TYPE","PO_NO","C_PART_NO","PART_NO","PN_DESC","C_PRICE","IS_TAX","TAX_RATE","SPEC_DESC","COMM_DESC","AMOUNT","MONEY","DELIVERY_AMOUNT","PERIOD","ORG_DELIVERY_DATE","VER_DELIVERY_DATE","RLT_ORDER_PO_NO","STATE","ACTIVE_STATE","RLT_REC_PO_NO","STAFF_ID","STAFF_NAME","SETTLEMENT_TYPE","CUST_C_CODE","C_PRICE_TAX","HASTEN_REMINDER"
1,"GV0005","今凯","0","CKCK","CKRH4D28-220NC","GCRH4D28-220NC","4D28 22UH 500MA +/-25%",0.45,"1",0.17,"送货单请注明安防用",NULL,44000,19800,0,"201008","2010-08-10",NULL,"CG-10-04-13-039","04","ACTIVE",NULL,"8","谢冰冰","1","GC0049",0.17,NULL
2,"GV0005","今凯","0","CKCK","CKRH5D18-100NC","GCRH5D18-100NC","5D18 10UH +/-25%",0.45,"1",0.17,"",NULL,8000,3600,0,"201008","2010-08-10",NULL,"CG-10-04-13-039","04","ACTIVE",NULL,"8","谢冰冰","1","GC0049",0.17,NULL
3,"GV0004","成启","0","CKCQ","SLF7032T-471M","GSLF7032T-471M","7032 470UH +/-20%",0,"0",0,"",NULL,1000,0,0,"201008","2010-08-10",NULL,"GH20100245","04","ACTIVE",NULL,"8","谢冰冰","1","GC0130",0,NULL
4,"GV0005","今凯","0","CKKC","CKRH5D28-4R7NC","GCRH5D28-4R7NC","5D28 4.7UH +/-25%",0.45,"1",0.17,"",NULL,1000,450,0,"201008","2010-08-10",NULL,"W201005065","04","ACTIVE",NULL,"8","谢冰冰","1","GC0065",0.17,NULL
5,"GV0005","今凯","0","KCCK","CKRH8D28-100M","GCRH8D28-100M","8D28 10UH +/-20%",0.68,"1",0.17,"",NULL,12000,8160,0,"201008","2010-08-10",NULL,"CG-10-04-13-039","04","ACTIVE",NULL,"8","谢冰冰","1","GC0049",0.17,NULL
6,"GV0005","今凯","0","KCCK","CKRH104R-331NC","GCRH104R-331NC","104R 330UH +/-25%",0.68,"1",0.17,"",NULL,12000,8160,0,"201008","2010-08-10",NULL,"CG-10-04-13-039","04","ACTIVE",NULL,"8","谢冰冰","1","GC0049",0.17,NULL
7,"GV0005","今凯","0","KCCK","CKRH8D28-100M","GCRH8D28-100M","8D28 10UH +/-20%",0.605,"1",0.17,"",NULL,1000,605,0,"201008","2010-11-08",NULL,"CGDD0330","04","ACTIVE",NULL,"8","谢冰冰","1","GC0112",0.17,NULL
8,"GV0005","今凯","0","KCCK","CKRH127-330NC","GCRH127-330NC","127 33UH +/-25%",0.66,"1",0.17,"",NULL,1000,660,0,"201008","2010-08-10",NULL,"CZ20100715001","04","ACTIVE",NULL,"8","谢冰冰","1","GC0107",0.17,NULL
9,"GV0005","今凯","0","KCCK","CKRH5D28-100M","GCRH5D28-100M","5D28 10UH +/-20%",0.45,"1",0.17,"",NULL,34000,15300,0,"201008","2010-08-10",NULL,"FA-PO-20100521051","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
10,"GV0005","今凯","0","KCCK","CKRH2D18A/HP-2R2NC","GCRH2D18A/HP-2R2NC","2D18A/HP 2.2UH +/-25% 高度2MM DCR小于125M欧 可耐电流0.63A",0.473,"1",0.17,"",NULL,30000,14190,0,"201008","2010-08-10",NULL,"FA-PO-20100521051","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
11,"GV0005","今凯","0","KCCK","CKRH74-102M","GCRH74-102M","74 1000UH +/-20%",0.6,"1",0.17,"",NULL,14000,8400,0,"201008","2010-08-10",NULL,"FA-PO-20100709003","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
12,"GV0005","今凯","0","KCCK","CKRH5D28-101NC","GCRH5D28-101NC","5D28 100UH +/-25%",0.45,"1",0.17,"",NULL,6000,2700,0,"201008","2010-08-10",NULL,"FA-PO-20100709003","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
13,"GV0005","今凯","0","KCCK","CKRH5D28-470NC","GCRH5D28-470NC","5D28 47UH +/-25%",0.45,"1",0.17,"",NULL,6000,2700,0,"201008","2010-09-01",NULL,"FA-PO-20100709003","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
14,"GV0005","今凯","0","KCCK","CKRH125-470M","GCRH125-470M","125 47UH +/-20%",0.66,"1",0.17,"",NULL,12000,7920,0,"201008","2010-08-10",NULL,"FA-PO-A2010063002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0.17,NULL
15,"GV0005","今凯","0","KCCK","CKRH4D28-331M","GCRH4D28-331M","4D28 330UH +/-20%",0.45,"1",0.17,"",NULL,2000,900,0,"201008","2010-08-15",NULL,"GH20100160","04","ACTIVE",NULL,"8","谢冰冰","1","GC0063",0.17,NULL
16,"GV0005","今凯","0","KCCK","CKRH4D28-151M","GCRH4D28-151M-D","4D28 150UH +/-20% 点胶",0.46,"1",0.17,"",NULL,4000,1840,0,"201008","2010-08-05",NULL,"GH20100247","04","ACTIVE",NULL,"8","谢冰冰","1","GC0026",0.17,NULL
17,"GV0005","今凯","0","KCCK","CKRH2D18A/HP-4R7NC","GCRH2D18A/HP-4R7NC","2D18A/HP 4.7UH 高度2MM DCR小于78M欧 可耐电流0.63A +/-25% 对角型脚位",0.473,"1",0.17,"",NULL,2000,946,0,"201008","2010-08-15",NULL,"PO2010060257","04","ACTIVE",NULL,"8","谢冰冰","1","GC0048",0.17,NULL
18,"GV0005","今凯","0","KCCK","CKRH4D28-6R8NC","GCRH4D28-6R8NC","4D28 6.8UH +/-25%",0.45,"1",0.17,"",NULL,2000,900,0,"201008","2010-08-10",NULL,"POORD004637","04","ACTIVE",NULL,"8","谢冰冰","1","GC0028",0.17,NULL
19,"GV0005","今凯","0","KCCK","CKRH4D28-151NC","GCRH4D28-151NC-D","4D28 150UH +/-25% 点胶",0,"1",0.17,"可确定明细",NULL,14000,0,0,"201008","2010-08-10",NULL,"YX10071509","04","ACTIVE",NULL,"8","谢冰冰","1","GC0083",0.17,NULL
20,"GV0005","今凯","0","KCCK","CKRH4D18-101NC","GCRH4D18-101NC","4D18 100UH +/-25%",0.45,"1",0.17,"可确定明细",NULL,4000,1800,0,"201008","2010-08-15",NULL,"YX10072608","04","ACTIVE",NULL,"8","谢冰冰","1","GC0083",0.17,NULL
21,"GV0004","成启","0","KCCQ","SQ2520-220M","GCD3225-220M-D","3225 22UH +/-20% 点胶 2K/盘 8MM编带",0.162,"0",0,"",NULL,16000,2592,0,"201008","2010-08-05",NULL,"FA-PO-A20100713007","04","ACTIVE",NULL,"8","谢冰冰","1","GC0016",0,NULL
22,"GV0006","海瑞达","0","KCHSM","HSMRH104R-100M","GCRH104R-100M","104R 10UH 2A +/-20%",0.5,"1",0.17,"",NULL,200,100,0,"201008","2010-08-15",NULL,"B1007048","04","ACTIVE",NULL,"8","谢冰冰","1","GC0019",0.17,NULL
23,"GV0006","海瑞达","0","KCHSM","HSMRH104R-100M","GCRH104R-100M","104R 10UH 2A +/-20%",0.5,"1",0.17,"",NULL,800,400,0,"201008","2010-08-15",NULL,"B1007049","04","ACTIVE",NULL,"8","谢冰冰","1","GC0019",0.17,NULL
24,"GV0006","海瑞达","0","KCHSM","HSMSLF0732-471M","GCRH7032-471M","7032 470UH +/-20%",0.5,"1",0.17,"",NULL,5000,2500,0,"201008","2010-08-15",NULL,"GH20100072","04","ACTIVE",NULL,"8","谢冰冰","1","GC0030",0.17,NULL
25,"GV0006","海瑞达","0","KCHSM","HSMSLF0732-471M","GCRH7032-471M","7032 470UH +/-20%",0.5,"1",0.17,"",NULL,15000,7500,0,"201008","2010-08-15",NULL,"GH20100214","04","ACTIVE",NULL,"8","谢冰冰","1","GC0030",0.17,NULL
26,"GV0006","海瑞达","0","KCHSM","HSMSLF0732-471M","GCRH7032-471M","7032 470UH +/-20%",0.5,"1",0.17,"",NULL,20000,10000,0,"201008","2010-08-15",NULL,"GH20100216","04","ACTIVE",NULL,"8","谢冰冰","1","GC0030",0.17,NULL
27,"GV0006","海瑞达","0","KCHSM","HSMRH63B-561M","GCRH63B-561M-D","63B 560UH +/-20% 封胶",0.5,"1",0.17,"",NULL,4000,2000,0,"201008","2010-08-15",NULL,"GH20100218","04","ACTIVE",NULL,"8","谢冰冰","1","GC0084",0.17,NULL
28,"GV0006","海瑞达","0","KCHSM","HSMRH124-470M","GCRH124-470M","47UH",0.6,"1",0.17,"",NULL,1000,600,0,"201008","2010-08-08",NULL,"GH20100248-1","04","ACTIVE",NULL,"8","谢冰冰","1","GC0098",0.17,NULL
29,"GV0001","科翔兴","0","KCKX","ELJFB221KF","ELJFB221KF-G","4532 220UH +/-10%",0.049,"0",0,"",NULL,4000,196,0,"201008","2010-08-10",NULL,"20100802","04","ACTIVE",NULL,"8","谢冰冰","1","GC0106",0,NULL
30,"GV0001","科翔兴","0","KCKX","ELJPA220KF","ELJPA220KF-G","3225 22UH +/-10%低内阻",0.0192,"0",0,"",NULL,4000,76.8,0,"201008","2010-08-10",NULL,"D1008013","04","ACTIVE",NULL,"8","谢冰冰","1","GC0011",0,NULL
31,"GV0001","科翔兴","0","KCKX","ELJPA220KF","ELJPA220KF-G","3225 22UH +/-10%低内阻",0,"0",0,"",NULL,2000,0,0,"201008","2010-08-10",NULL,"DJ0719GLE","04","ACTIVE",NULL,"8","谢冰冰","1","GC0105",0,NULL
32,"GV0001","科翔兴","0","KCKX","ELJPA101KF","ELJPA101KF-G","3225 100UH +/-10% 低内阻",0.0192,"0",0,"",NULL,44000,844.8,0,"201008","2010-08-10",NULL,"GH20100126","04","ACTIVE",NULL,"8","谢冰冰","1","GC0085",0,NULL
33,"GV0001","科翔兴","0","KCKX","ELJFC680JF","ELJFC680JF-G","2520 68UH +/-5%",0.0192,"0",0,"",NULL,2000,38.4,0,"201008","2010-08-10",NULL,"GH20100248","04","ACTIVE",NULL,"8","谢冰冰","1","GC0014",0,NULL
34,"GV0001","科翔兴","0","KCKX","ELJFA220JF","ELJFA220JF-G","3225 22UH +/-5%",0.0192,"0",0,"",NULL,4000,76.8,0,"201008","2010-08-15",NULL,"GH20100248","04","ACTIVE",NULL,"8","谢冰冰","1","GC0014",0,NULL
35,"GV0001","科翔兴","0","KCKX","ELJFA680JF","ELJFA680JF-G","3225 68UH +/-5%",0.0192,"0",0,"",NULL,2000,38.4,0,"201008","2010-08-10",NULL,"GH20100248","04","ACTIVE",NULL,"8","谢冰冰","1","GC0014",0,NULL
36,"GV0001","科翔兴","0","KCKX","ELJFC470KF","ELJFC470KF-G","松下 47UH 2520",0.0192,"0",0,"",NULL,16000,307.2,0,"201008","2010-08-10",NULL,"PO1005-055","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
37,"GV0001","科翔兴","0","KCKX","ELJFC4R7JF","ELJFC4R7JF-G","2520 4.7UH +/-5%",0.0192,"0",0,"",NULL,4000,76.8,0,"201008","2010-08-10",NULL,"PO1006-201","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
38,"GV0001","科翔兴","0","KCKX","ELJFC470JF","ELJFC470JF-G","2520 47UH +/-5%",0.0192,"0",0,"",NULL,2000,38.4,0,"201008","2010-08-10",NULL,"PO10062808","04","ACTIVE",NULL,"8","谢冰冰","1","GC0070",0,NULL
39,"GV0001","科翔兴","0","KCKX","ELJFC101KF","ELJFC101KF-G","2520 100UH +/-10%",0.0192,"0",0,"",NULL,10000,192,0,"201008","2010-08-08",NULL,"PO1007-044","04","ACTIVE",NULL,"8","谢冰冰","1","GC0006",0,NULL
40,"GV0001","科翔兴","0","KCKX","ELJPA220KF","ELJPA220KF-G","3225 22UH +/-10%低内阻",0.0192,"0",0,"",NULL,2000,38.4,0,"201008","2010-08-10",NULL,"PO10072208","04","ACTIVE",NULL,"8","谢冰冰","1","GC0070",0,NULL
41,"GV0001","科翔兴","0","KCKX","ELJPA220KF","ELJPA220KF-G","3225 22UH +/-10%低内阻",0.0192,"0",0,"",NULL,50000,960,0,"201008","2010-08-15",NULL,"YX10063003","04","ACTIVE",NULL,"8","谢冰冰","1","GC0083",0,NULL
42,"GV0018","天河","0","KCTH","FCR 6.0M5","FCR 6.0M5","TDK 陶瓷振荡器 RESONATOR 6.000MHz FCR 6.0M5",0.256,"0",0,"",NULL,3000,768,0,"201008","2010-08-19",NULL,"4502969656","04","ACTIVE",NULL,"8","谢冰冰","2","GC0103",0,NULL
43,"GV0018","天河","0","KCTH","NLCV32T-100K-PF","NLCV32T-100K-PF","3225 10UH +/-10%",0.171,"0",0,"旧型号：6979-1006",NULL,2000,342,0,"201008","2010-08-02",NULL,"4503003914","04","ACTIVE",NULL,"8","谢冰冰","2","GC0103",0,NULL
44,"GV0028","华龙东光RMB","0","KCTOKORMB","#A997AS-4R7M","#A997AS-4R7M","4.7UH TOKO",0.76,"1",0.17,"",NULL,2000,1520,0,"201008","2010-08-08",NULL,"PG4907","04","ACTIVE",NULL,"8","谢冰冰","1","GC0069",0.17,NULL
45,"GV0001","科翔兴","0","O10031938RVE.01","ELJFC100KF","ELJFC100KF-G","2520 10UH +/-10%",0.0192,"0",0,"",NULL,88000,1689.6,0,"201008","2010-08-10",NULL,"100707002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0115",0,NULL
46,"GV0001","科翔兴","0","P09021122","ELJFC4R7KF","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.0192,"0",0,"",NULL,124000,2380.8,0,"201008","2010-08-15",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
47,"GV0001","科翔兴","0","P09021122","ELJFC4R7KF","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.0192,"0",0,"",NULL,144000,2764.8,0,"201008","2010-08-15",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
48,"GV0012","威雅利","0","P09021173","DLW21SN181SQ2L","DLW21SN181SQ2L","0805 180 OHM",0.07,"0",0,"旧型号：6978-5915",NULL,126000,8820,0,"201008","2010-06-01",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","3","GC0013",0,NULL
49,"GV0006","海瑞达","0","P10030471","HSM322520-470M","GCD3225-470M-D","3225 47UH +/-20% 点胶",0.19,"1",0.17,"",NULL,200000,38000,0,"201008","2010-08-10",NULL,"11003311804","04","ACTIVE",NULL,"8","谢冰冰","1","GC0012",0.17,NULL
50,"GV0006","海瑞达","0","P10030471","HSM322520-220M","GCD3225-220M-D","3225 22UH +/-20% 点胶",0.19,"1",0.17,"",NULL,198000,37620,0,"201008","2010-08-15",NULL,"11003311804","04","ACTIVE",NULL,"8","谢冰冰","1","GC0012",0.17,NULL
51,"GV0003","华龙东光","0","P10030497","#FSLM2520-1R0J=P2","#FSLM2520-1R0J=P2","TOKO",0.028,"0",0,"",NULL,120000,3360,0,"201008","2010-08-02",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
52,"GV0003","华龙东光","0","P10030497","#FSLM2520-1R0J=P2","#FSLM2520-1R0J=P2","TOKO",0.028,"0",0,"",NULL,146000,4088,0,"201008","2010-09-01",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
53,"GV0003","华龙东光","0","P10030497","#FSLM2520-1R0J=P2","#FSLM2520-1R0J=P2","TOKO",0.028,"0",0,"",NULL,154000,4312,0,"201008","2010-10-04",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
54,"GV0003","华龙东光","0","P10030497","#FSLM2520-1R0J=P2","#FSLM2520-1R0J=P2","TOKO",0.028,"0",0,"",NULL,76000,2128,0,"201008","2010-11-01",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
55,"GV0003","华龙东光","0","P10030497","#FSLM2520-2R7J=P2","#FSLM2520-2R7J=P2","TOKO",0.028,"0",0,"",NULL,120000,3360,0,"201008","2010-08-02",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
56,"GV0003","华龙东光","0","P10030497","#FSLM2520-2R7J=P2","#FSLM2520-2R7J=P2","TOKO",0.028,"0",0,"",NULL,146000,4088,0,"201008","2010-09-01",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
57,"GV0003","华龙东光","0","P10030497","#FSLM2520-2R7J=P2","#FSLM2520-2R7J=P2","TOKO",0.028,"0",0,"",NULL,152000,4256,0,"201008","2010-10-04",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
58,"GV0003","华龙东光","0","P10030497","#FSLM2520-2R7J=P2","#FSLM2520-2R7J=P2","TOKO",0.028,"0",0,"",NULL,78000,2184,0,"201008","2010-11-01",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
59,"GV0011","高雅","0","P10030502","CCFH0603CR33J","LLQ1608-FR33J","0603绕线电感 330NH 5% 电气性能、包装及编带和TOKO P/N:LLQ1608-FR33J一致",0.025,"0",0,"",NULL,249000,6225,0,"201008","2010-08-02",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","3","GC0013",0,NULL
60,"GV0011","高雅","0","P10030502","CCFH0603CR33J","LLQ1608-FR33J","0603绕线电感 330NH 5% 电气性能、包装及编带和TOKO P/N:LLQ1608-FR33J一致",0.025,"0",0,"",NULL,291000,7275,0,"201008","2010-09-01",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","3","GC0013",0,NULL
61,"GV0011","高雅","0","P10030502","CCFH0603CR33J","LLQ1608-FR33J","0603绕线电感 330NH 5% 电气性能、包装及编带和TOKO P/N:LLQ1608-FR33J一致",0.025,"0",0,"",NULL,306000,7650,0,"201008","2010-10-04",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","3","GC0013",0,NULL
62,"GV0011","高雅","0","P10030502","CCFH0603CR33J","LLQ1608-FR33J","0603绕线电感 330NH 5% 电气性能、包装及编带和TOKO P/N:LLQ1608-FR33J一致",0.025,"0",0,"",NULL,153000,3825,0,"201008","2010-11-01",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","3","GC0013",0,NULL
63,"GV0001","科翔兴","0","P10030561","ELJFC4R7KF","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.0192,"0",0,"",NULL,152000,2918.4,0,"201008","2010-08-15",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
64,"GV0001","科翔兴","0","P10030561","ELJFC4R7KF","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.0192,"0",0,"",NULL,80000,1536,0,"201008","2010-08-15",NULL,"1003225","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
65,"GV0001","科翔兴","0","P10030561","ELJFC220JF","ELJFC220JF-G","2520 22UH +/-5%",0.0192,"0",0,"",NULL,70000,1344,0,"201008","2010-08-15",NULL,"GH20100165","04","ACTIVE",NULL,"8","谢冰冰","1","GC0014",0,NULL
66,"GV0001","科翔兴","0","P10030561","ELJFC220JF","ELJFC220JF-G","2520 22UH +/-5%",0.0192,"0",0,"",NULL,6000,115.2,0,"201008","2010-08-15",NULL,"GH20100248","04","ACTIVE",NULL,"8","谢冰冰","1","GC0014",0,NULL
67,"GV0001","科翔兴","0","P10030712","ELJPA100KF","ELJPA100KF-G","3225 10UH +/-10% 低内阻",0.0192,"0",0,"",NULL,100000,1920,0,"201008","2010-08-20",NULL,"GH20100126","04","ACTIVE",NULL,"8","谢冰冰","1","GC0085",0,NULL
68,"GV0001","科翔兴","0","P10030712","ELJPA100KF","ELJPA100KF-G","3225 10UH +/-10% 低内阻",0.0192,"0",0,"",NULL,4000,76.8,0,"201008","2010-08-15",NULL,"GH201010174","04","ACTIVE",NULL,"8","谢冰冰","1","GC0062",0,NULL
69,"GV0001","科翔兴","0","P10030712","ELJPA100KF","ELJPA100KF-G","3225 10UH +/-10% 低内阻",0.0192,"0",0,"",NULL,23000,441.6,0,"201008","2010-08-15",NULL,"PO10080216","04","ACTIVE",NULL,"8","谢冰冰","1","GC0070",0,NULL
