"ORDER_SEQID","C_CODE","SHORT_NAME","PO_NO_TYPE","PO_NO","C_PART_NO","PART_NO","PN_DESC","C_PRICE","IS_TAX","TAX_RATE","SPEC_DESC","COMM_DESC","AMOUNT","MONEY","DELIVERY_AMOUNT","PERIOD","ORG_DELIVERY_DATE","VER_DELIVERY_DATE","RLT_ORDER_PO_NO","STATE","ACTIVE_STATE","RLT_REC_PO_NO","STAFF_ID","STAFF_NAME","SETTLEMENT_TYPE","CUST_C_CODE","C_PRICE_TAX","HASTEN_REMINDER"
211,"GV0005","今凯","0","P10032588","CKRH2D18A/HP-4R7NC","GCRH2D18A/HP-4R7NC","2D18A/HP 4.7UH 高度2MM DCR小于78M欧 可耐电流0.63A +/-25% 对角型脚位",0.473,"1",0.17,"",NULL,100000,47300,0,"201008","2010-08-20",NULL,"PO2010070191","04","ACTIVE",NULL,"8","谢冰冰","1","GC0048",0.17,NULL
212,"GV0005","今凯","0","P10032615","CKD52-4R7NC","GCD52-4R7NC","52 4.7UH +/-25%",0.324,"1",0.17,"",NULL,826,267.62,0,"201008","2010-09-20",NULL,"PG4907","04","ACTIVE",NULL,"8","谢冰冰","1","GC0069",0.17,NULL
213,"GV0005","今凯","0","P10032666","CKRH2D14AT-1R5NC","GCRH2D14AT-1R5NC","2000mA 1.5UH 对角型脚位 +/-30%",0.473,"1",0.17,"",NULL,1000,473,0,"201008","2010-08-15",NULL,"1007B0000642","04","ACTIVE",NULL,"8","谢冰冰","1","GC0120",0.17,NULL
214,"GV0005","今凯","0","P10032666","CKRH3D28A-101NC","GCRH3D28/LD-101NC","3D28 100UH +/-25% 半月型脚位\r\n",0.48,"1",0.17,"",NULL,2500,1200,0,"201008","2010-08-15",NULL,"201007026004","04","ACTIVE",NULL,"8","谢冰冰","1","GC0127",0.17,NULL
215,"GV0005","今凯","0","P10032666","CKRH104R-101NC","GCRH104R-101NC","104R 100UH +/-25%\r\n",0.68,"1",0.17,"",NULL,2000,1360,0,"201008","2010-08-10",NULL,"CG-10-07-29-1525","04","ACTIVE",NULL,"8","谢冰冰","1","GC0049",0.17,NULL
216,"GV0003","华龙东光","0","P10032709","#FSLM2520-2R7J=P2","#FSLM2520-2R7J=P2","TOKO",0.028,"0",0,"",NULL,60000,1680,0,"201008","2010-11-01",NULL,"1007447","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
217,"GV0003","华龙东光","0","P10032709","#FSLM2520-2R7J=P2","#FSLM2520-2R7J=P2","TOKO",0.028,"0",0,"",NULL,60000,1680,0,"201008","2010-12-01",NULL,"1007447","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
218,"GV0003","华龙东光","0","P10032709","#FSLM2520-2R7J=P2","#FSLM2520-2R7J=P2","TOKO",0.028,"0",0,"",NULL,70000,1960,0,"201008","2011-01-03",NULL,"1007447","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
219,"GV0003","华龙东光","0","P10032709","#FSLM2520-2R7J=P2","#FSLM2520-2R7J=P2","TOKO",0.028,"0",0,"",NULL,70000,1960,0,"201008","2011-02-09",NULL,"1007447","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
220,"GV0003","华龙东光","0","P10032709","#FSLM2520-2R7J=P2","#FSLM2520-2R7J=P2","TOKO",0.028,"0",0,"",NULL,40000,1120,0,"201008","2011-03-01",NULL,"1007447","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
221,"GV0003","华龙东光","0","P10032709","#FSLM2520-221J=P2","#FSLM2520-221J=P2","TOKO",0.028,"0",0,"",NULL,30000,840,0,"201008","2010-08-10",NULL,"GH20100233","04","ACTIVE",NULL,"8","谢冰冰","1","GC0121",0,NULL
222,"GV0003","华龙东光","0","P10032709","LL1608-FSL15NJ","GLE-15NJ-L-01","TOKO",0.0084,"0",0,"",NULL,52000,436.8,0,"201008","2010-08-16",NULL,"GH20100233","04","ACTIVE",NULL,"8","谢冰冰","1","GC0121",0,NULL
223,"GV0003","华龙东光","0","P10032709","#892NBS-470M=P3","#892NBS-470M=P3","TOKO",0.28,"0",0,"可确定明细",NULL,1500,420,0,"201008","2010-09-10",NULL,"GR-GD1012Z","04","ACTIVE",NULL,"8","谢冰冰","1","GC0005",0,NULL
224,"GV0003","华龙东光","0","P10032709","#126ANS-T1098Z","GLE-1098-L-01","TOKO",0.121,"0",0,"可确定明细",NULL,2000,242,0,"201008","2010-09-10",NULL,"GR-GD1012Z","04","ACTIVE",NULL,"8","谢冰冰","1","GC0005",0,NULL
225,"GV0003","华龙东光","0","P10032709","#5PLC-1055Z","GLE-1055-L-01","TOKO",0.194,"0",0,"可确定明细",NULL,2000,388,0,"201008","2010-09-10",NULL,"GR-GD1012Z","04","ACTIVE",NULL,"8","谢冰冰","1","GC0005",0,NULL
226,"GV0003","华龙东光","0","P10032709","LL1608-FSL8N2J","LL1608-FSL8N2J","TOKO\r\n",0.0084,"0",0,"可确定明细",NULL,20000,168,0,"201008","2010-09-10",NULL,"GR-GD1014Z","04","ACTIVE",NULL,"8","谢冰冰","1","GC0005",0,NULL
227,"GV0003","华龙东光","0","P10032709","#A921CY-100M=P3","GLE-100M-L-02","TOKO",0.119,"0",0,"可确定明细",NULL,15000,1785,0,"201008","2010-09-10",NULL,"GR-GD1017Z","04","ACTIVE",NULL,"8","谢冰冰","1","GC0005",0,NULL
228,"GV0003","华龙东光","0","P10032709","#875FU-682M=P3","GLE-0682-L-01","TOKO",0.097,"0",0,"可确定明细",NULL,6000,582,0,"201008","2010-09-10",NULL,"GR-GD1017Z","04","ACTIVE",NULL,"8","谢冰冰","1","GC0005",0,NULL
229,"GV0003","华龙东光","0","P10032709","#919AS-1R8N=P3","#919AS-1R8N=P3","TOKO",0.19,"0",0,"可确定明细",NULL,2500,475,0,"201008","2010-09-10",NULL,"GR-GD1017Z","04","ACTIVE",NULL,"8","谢冰冰","1","GC0005",0,NULL
230,"GV0003","华龙东光","0","P10032709","LL1608-FSL6N8J","LL1608-FSL6N8J","TOKO\r\n",0.0084,"0",0,"可确定明细",NULL,28000,235.2,0,"201008","2010-09-10",NULL,"GR-GD1017Z","04","ACTIVE",NULL,"8","谢冰冰","1","GC0005",0,NULL
231,"GV0003","华龙东光","0","P10032709","#A638AN-0156Z=P3","GLE-0156-L-04","松下 3*3-50K欧 #A638AN-0156Z=P3\r\n",0.216,"0",0,"可确定明细",NULL,1500,324,0,"201008","2010-09-10",NULL,"GR-GD1018Z","04","ACTIVE",NULL,"8","谢冰冰","1","GC0005",0,NULL
232,"GV0028","华龙东光RMB","0","P10032710","#A997AS-4R7M","#A997AS-4R7M","4.7UH TOKO",0.76,"1",0.17,"",NULL,2000,1520,0,"201008","2010-09-05",NULL,"PG4907","04","ACTIVE",NULL,"8","谢冰冰","1","GC0069",0.17,NULL
233,"GV0005","今凯","0","P10032722","CKRH105R-101NC","GCRH105R-101NC","105R 100UH +/-25%\r\n",0.836,"1",0.17,"",NULL,800,668.8,0,"201008","2010-08-15",NULL,"201007029006","04","ACTIVE",NULL,"8","谢冰冰","1","GC0127",0.17,NULL
234,"GV0005","今凯","0","P10032722","CKRH127-330NC","GCRH127-330NC","127 33UH +/-25%",0.66,"1",0.17,"",NULL,6000,3960,0,"201008","2010-08-10",NULL,"CZ20100727001","04","ACTIVE",NULL,"8","谢冰冰","1","GC0107",0.17,NULL
235,"GV0005","今凯","0","P10032722","CKRH4D18-331NC","GCRH4D18-331NC","4D18 330UH +/-25%",0.45,"1",0.17,"可确定明细",NULL,4000,1800,0,"201008","2010-08-20",NULL,"YX10072608","04","ACTIVE",NULL,"8","谢冰冰","1","GC0083",0.17,NULL
236,"GV0006","海瑞达","0","P10032736","HSM32-3R3NC","GCD32-3R3NC","32 3.3UH  +/-25%25%\r\n",0.162,"1",0.17,"",NULL,12000,1944,0,"201008","2010-08-09",NULL,"PO10072730","04","ACTIVE",NULL,"8","谢冰冰","1","GC0031",0.17,NULL
237,"GV0018","天河","0","P10032746","SPT0508A-471KR28-PF","SPT0508A-471KR28-PF","TDK 电感 Inductor 470uH",0.25,"0",0,"旧型号：6978-0206",NULL,28000,7000,0,"201008","2010-08-10",NULL,"4503040991","04","ACTIVE",NULL,"8","谢冰冰","2","GC0103",0,NULL
238,"GV0006","海瑞达","0","P10032755","HSMRH105R-111K","GCRH105R-111K","105R 110UH +/-10%",0.5,"1",0.17,"",NULL,2000,1000,0,"201008","2010-08-08",NULL,"PO10072208","04","ACTIVE",NULL,"8","谢冰冰","1","GC0070",0.17,NULL
239,"GV0006","海瑞达","0","P10032755","PK0910-100M","GCP0910-100M","DR09L12AM10UX/10UH/3.6A/pin 间距5mm\r\n",0.173,"1",0.17,"",NULL,400,69.2,0,"201008","2010-08-10",NULL,"XWTPO100721002","04","ACTIVE",NULL,"8","谢冰冰","1","GC0044",0.17,NULL
240,"GV0005","今凯","0","P10032762","CKRH2D18A/HP-1R0NC","GCRH2D18A/HP-1R0NC","2D18 1UH +/-25% 对角型脚位 大电流\r\n",0.473,"1",0.17,"",NULL,1000,473,0,"201008","2010-08-09",NULL,"POORD004637","04","ACTIVE",NULL,"8","谢冰冰","1","GC0028",0.17,NULL
241,"GV0005","今凯","0","P10032781","CKRH3D16A/HP-1R5M","GCRH3D16A/HP-1R5M","3D16 1.5UH +/-20% 对角型脚位 大电流\r\n",0.48,"1",0.17,"",NULL,1000,480,0,"201008","2010-08-08",NULL,"1007B0001095","04","ACTIVE",NULL,"8","谢冰冰","1","GC0120",0.17,NULL
242,"GV0005","今凯","0","P10032781","CKRH8D43-100NC","GCRH8D43-100NC","8D43 10UH +/-25%\r\n",0.68,"1",0.17,"",NULL,1000,680,0,"201008","2010-08-10",NULL,"CG-10-08-04-1607","04","ACTIVE",NULL,"8","谢冰冰","1","GC0049",0.17,NULL
243,"GV0005","今凯","0","P10032781","CKRH104R-101NC","GCRH104R-101NC","104R 100UH +/-25%\r\n",0.68,"1",0.17,"",NULL,1000,680,0,"201008","2010-08-10",NULL,"CG-10-08-04-1607","04","ACTIVE",NULL,"8","谢冰冰","1","GC0049",0.17,NULL
244,"GV0005","今凯","0","P10032781","CKRH3D14A-100NC","GCRH3D14A-100NC","3D14A 10UH +/-25% 对角型脚位",0.48,"1",0.17,"",NULL,6000,2880,0,"201008","2010-10-04",NULL,"CGDD0330","04","ACTIVE",NULL,"8","谢冰冰","1","GC0112",0.17,NULL
245,"GV0005","今凯","0","P10032781","CKRH4D18-471M","GCRH4D18-471M","4D18 470UH +/-20%",0.45,"1",0.17,"",NULL,11500,5175,0,"201008","2010-08-10",NULL,"GH20100248-1","04","ACTIVE",NULL,"8","谢冰冰","1","GC0098",0.17,NULL
246,"GV0005","今凯","0","P10032781","CKRH4D18-331NC","GCRH4D18-331NC","4D18 330UH +/-25%",0.45,"1",0.17,"",NULL,30000,13500,0,"201008","2010-08-10",NULL,"GH20100248-1","04","ACTIVE",NULL,"8","谢冰冰","1","GC0098",0.17,NULL
247,"GV0005","今凯","0","P10032781","CKD75-470NC","GCD75-470M","75 47UH +/-20% 1.5A",0.378,"1",0.17,"",NULL,1000,378,0,"201008","2010-08-10",NULL,"GH20100248-1","04","ACTIVE",NULL,"8","谢冰冰","1","GC0098",0.17,NULL
248,"GV0005","今凯","0","P10032781","CKRH3D28-470NC","GCRH3D28-470NC","3D28 47UH +/-25% 半月型脚位",0.48,"1",0.17,"可确定明细",NULL,25000,12000,0,"201008","2010-08-15",NULL,"YX10073101","04","ACTIVE",NULL,"8","谢冰冰","1","GC0083",0.17,NULL
249,"GV0006","海瑞达","0","P10032795","HSMRH63B-561M","GCRH63B-561M-D","63B 560UH +/-20% 封胶",0.5,"1",0.17,"",NULL,10000,5000,0,"201008","2010-08-10",NULL,"GH20100246","04","ACTIVE",NULL,"8","谢冰冰","1","GC0084",0.17,NULL
250,"GV0006","海瑞达","0","P10032795","HSMRH63B-151K","GCRH63B-151K","63B 150UH +/-10%\r\n",0.5,"1",0.17,"",NULL,2000,1000,0,"201008","2010-08-09",NULL,"GH20100250","04","ACTIVE",NULL,"8","谢冰冰","1","GC0084",0.17,NULL
251,"GV0005","今凯","0","P10032800-1","CKD43-471M","GCD43-471M","43 470UH +/-20%",0.23,"1",0.17,"",NULL,10000,2300,0,"201008","2010-08-10",NULL,"1008004","04","ACTIVE",NULL,"8","谢冰冰","1","GC0050",0.17,NULL
252,"GV0031","格莱尔","0","P10032800","GCD32-220NC","GCD32-220NC","32 22UH +/-25%",0.238,"1",0,"",NULL,2000,476,0,"201008","2010-08-15",NULL,"W88-614005","04","ACTIVE",NULL,"8","谢冰冰","1","GC0131",0.17,NULL
253,"GV0031","格莱尔","0","P10032800","GCD32-470NC","GCD32-470NC","32 47UH +/-25%",0.238,"1",0,"",NULL,2000,476,0,"201008","2010-08-15",NULL,"W88-614005","04","ACTIVE",NULL,"8","谢冰冰","1","GC0131",0.17,NULL
254,"GV0011","高雅","0","P10032812","CCFH0603CR33J","LLQ1608-FR33J","0603绕线电感 330NH 5% 电气性能、包装及编带和TOKO P/N:LLQ1608-FR33J一致",0.025,"0",0,"",NULL,60000,1500,0,"201008","2010-11-01",NULL,"1007447","04","ACTIVE",NULL,"8","谢冰冰","3","GC0013",0,NULL
255,"GV0011","高雅","0","P10032812","CCFH0603CR33J","LLQ1608-FR33J","0603绕线电感 330NH 5% 电气性能、包装及编带和TOKO P/N:LLQ1608-FR33J一致",0.025,"0",0,"",NULL,60000,1500,0,"201008","2010-12-01",NULL,"1007447","04","ACTIVE",NULL,"8","谢冰冰","3","GC0013",0,NULL
256,"GV0011","高雅","0","P10032812","CCFH0603CR33J","LLQ1608-FR33J","0603绕线电感 330NH 5% 电气性能、包装及编带和TOKO P/N:LLQ1608-FR33J一致",0.025,"0",0,"",NULL,72000,1800,0,"201008","2011-01-03",NULL,"1007447","04","ACTIVE",NULL,"8","谢冰冰","3","GC0013",0,NULL
257,"GV0011","高雅","0","P10032812","CCFH0603CR33J","LLQ1608-FR33J","0603绕线电感 330NH 5% 电气性能、包装及编带和TOKO P/N:LLQ1608-FR33J一致",0.025,"0",0,"",NULL,69000,1725,0,"201008","2011-02-09",NULL,"1007447","04","ACTIVE",NULL,"8","谢冰冰","3","GC0013",0,NULL
258,"GV0011","高雅","0","P10032812","CCFH0603CR33J","LLQ1608-FR33J","0603绕线电感 330NH 5% 电气性能、包装及编带和TOKO P/N:LLQ1608-FR33J一致",0.025,"0",0,"",NULL,42000,1050,0,"201008","2011-03-01",NULL,"1007447","04","ACTIVE",NULL,"8","谢冰冰","3","GC0013",0,NULL
259,"GV0009","麦捷微","0","P10032835","0603 100MHZ 600欧","GCZ1608D601TF","0603 100MHZ 600欧",0.016,"1",0.17,"",NULL,16000,256,0,"201008","2010-08-09",NULL,"PO10072721","04","ACTIVE",NULL,"8","谢冰冰","3","GC0031",0.17,NULL
260,"GV0009","麦捷微","0","P10032835","0603 100MHZ 600欧","GCZ1608D601TF","0603 100MHZ 600欧",0.016,"1",0.17,"",NULL,8000,128,0,"201008","2010-08-15",NULL,"PO10080314","04","ACTIVE",NULL,"8","谢冰冰","3","GC0031",0.17,NULL
261,"GV0009","麦捷微","0","P10032835","0603 100MHZ 600欧","GCZ1608D601TF","0603 100MHZ 600欧",0.016,"1",0.17,"",NULL,16000,256,0,"201008","2010-08-15",NULL,"PO10080614","04","ACTIVE",NULL,"8","谢冰冰","3","GC0031",0.17,NULL
262,"GV0005","今凯","0","P10032855","CKRH127-330NC","GCRH127-330NC","127 33UH +/-25%",0.66,"1",0.17,"",NULL,4000,2640,0,"201008","2010-08-11",NULL,"CZ20100806001","04","ACTIVE",NULL,"8","谢冰冰","1","GC0107",0.17,NULL
263,"GV0009","麦捷微","0","P10032877","0603 100MHZ 600欧","GCZ1608D601TF","0603 100MHZ 600欧",0.016,"1",0.17,"",NULL,20000,320,0,"201008","2010-08-15",NULL,"PO10080314","04","ACTIVE",NULL,"8","谢冰冰","3","GC0031",0.17,NULL
264,"GV0029","忠瀚电子","0","P10032881","KB1381 1A12V","EPC17 DIP-10","EPC17 DIP-10\r\n",2.2,"1",0.17,"",NULL,300,660,0,"201008","2010-08-09",NULL,"DPO10080073","04","ACTIVE",NULL,"8","谢冰冰","2","GC0018",0.17,NULL
265,"GV0020","天旺","0","P10032895","MM3Z6V2","MM3Z6V2","二极管6.2V SOD-323,BZT52C6V2SDICT-ND  先科ST",0.079,"0",0,"MHP-276-12",NULL,3000,237,0,"201008","2010-08-30",NULL,"P0R071172FY","04","ACTIVE",NULL,"8","谢冰冰","2","GC0067",0,NULL
266,"GV0020","天旺","0","P10032895","MM3Z6V2","MM3Z6V2","二极管6.2V SOD-323,BZT52C6V2SDICT-ND  先科ST",0.079,"0",0,"MHP-276-12",NULL,12000,948,0,"201008","2010-09-01",NULL,"P0R071375FY","04","ACTIVE",NULL,"8","谢冰冰","2","GC0067",0,NULL
267,"GV0003","华龙东光","0","P10032900","A960AW-100M","A960AW-100M","TOKO\r\n",0.098,"0",0,"",NULL,10000,980,0,"201008","2010-09-10",NULL,"GH20100249","04","ACTIVE",NULL,"8","谢冰冰","1","GC0121",0,NULL
268,"GV0003","华龙东光","0","P10032900","#919AS-1R8N=P3","#919AS-1R8N=P3","TOKO",0.19,"0",0,"可确定明细",NULL,1000,190,0,"201008","2010-09-10",NULL,"GR-GD1019Z","04","ACTIVE",NULL,"8","谢冰冰","1","GC0005",0,NULL
269,"GV0003","华龙东光","0","P10032900","#919AS-4R7M=P3","#919AS-4R7M=P3","TOKO",0.19,"0",0,"可确定明细",NULL,2000,380,0,"201008","2010-09-10",NULL,"GR-GD1019Z","04","ACTIVE",NULL,"8","谢冰冰","1","GC0005",0,NULL
270,"GV0003","华龙东光","0","P10032900","LL1608-FSL8N2J","LL1608-FSL8N2J","TOKO\r\n",0.0084,"0",0,"可确定明细",NULL,28000,235.2,0,"201008","2010-09-10",NULL,"GR-GD1019Z","04","ACTIVE",NULL,"8","谢冰冰","1","GC0005",0,NULL
271,"GV0032","坚发（税）","0","P10032915","#4DFA-1227B-11=P","#4DFA-1227B-11=P","滤波器 封装：4DFA",26,"1",0.17,"可确定明细",NULL,1000,26000,0,"201008","2010-08-10",NULL,"CGDD0057","04","ACTIVE",NULL,"8","谢冰冰","1","GC0112",0.17,NULL
272,"GV0032","坚发（税）","0","P10032915","#4DFA-1575B-12=P","#4DFA-1575B-12=P","滤波器 封装：4DFA",26,"1",0.17,"",NULL,1000,26000,0,"201008","2010-08-15",NULL,"CGDD0057","04","ACTIVE",NULL,"8","谢冰冰","1","GC0112",0.17,NULL
273,"GV0032","坚发（税）","0","P10032915","#4DFA-1227B-11=P","#4DFA-1227B-11=P","滤波器 封装：4DFA",26,"1",0.17,"",NULL,2000,52000,0,"201008","2010-11-08",NULL,"CGDD0323","04","ACTIVE",NULL,"8","谢冰冰","1","GC0112",0.17,NULL
274,"GV0032","坚发（税）","0","P10032915","#4DFA-1575B-12=P","#4DFA-1575B-12=P","滤波器 封装：4DFA",26,"1",0.17,"",NULL,2000,52000,0,"201008","2010-08-10",NULL,"CGDD0323","04","ACTIVE",NULL,"8","谢冰冰","1","GC0112",0.17,NULL
275,"GV0032","坚发（税）","0","P10032915","#4DFA-1227B-11=P","#4DFA-1227B-11=P","滤波器 封装：4DFA",26,"1",0.17,"",NULL,2000,52000,0,"201008","2010-08-10",NULL,"CGDD0325","04","ACTIVE",NULL,"8","谢冰冰","1","GC0112",0.17,NULL
276,"GV0032","坚发（税）","0","P10032915","#4DFA-1575B-12=P","#4DFA-1575B-12=P","滤波器 封装：4DFA",26,"1",0.17,"",NULL,2000,52000,0,"201008","2010-08-10",NULL,"CGDD0325","04","ACTIVE",NULL,"8","谢冰冰","1","GC0112",0.17,NULL
277,"GV0001","科翔兴","0","P10032933","ELJFC4R7KF","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.0192,"0",0,"",NULL,72000,1382.4,0,"201008","2010-12-01",NULL,"1007088","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
278,"GV0001","科翔兴","0","P10032933","ELJFC4R7KF","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.0192,"0",0,"",NULL,72000,1382.4,0,"201008","2011-01-03",NULL,"1007088","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
279,"GV0001","科翔兴","0","P10032933","ELJFC4R7KF","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.0192,"0",0,"",NULL,60000,1152,0,"201008","2011-02-09",NULL,"1007088","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
280,"GV0001","科翔兴","0","P10032933","ELJFC4R7KF","ELJFC4R7KF-G","2520 4.7UH +/-10%",0.0192,"0",0,"",NULL,46000,883.2,0,"201008","2011-03-01",NULL,"1007088","04","ACTIVE",NULL,"8","谢冰冰","1","GC0013",0,NULL
281,"GV0005","今凯","0","P20032781","CKRH3D14A-4R7NC","GCRH3D14A-4R7NC","3D14A 4.7UH +/-25% 对角型脚位",0.48,"1",0.17,"",NULL,6000,2880,0,"201008","2010-10-04",NULL,"CGDD0330","04","ACTIVE",NULL,"8","谢冰冰","1","GC0112",0.17,NULL
